Institute,Program,Seat Type,Gender,OR,CR
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,15042,16163
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Female-Only,25549,25549
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,5135,5135
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Female-Only,9888,9888
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),GEN-EWS,Gender-Neutral,2481,2481
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,13577,15570
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,3038,3038
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,1885,1885
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,4297,4297
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Female-Only,10748,10748
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,1073,1073
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),ST,Gender-Neutral,806,806
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,2877,2877
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),GEN-EWS,Gender-Neutral,1133,1133
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,7880,8739
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Female-Only,19678,19678
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,5044,5044
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Female-Only,10497,10497
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),GEN-EWS,Gender-Neutral,2364,2364
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,12992,12995
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,3113,3113
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,2757,2757
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Female-Only,5361,5361
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,5020,5192
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,1742,1742
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,5758,5758
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,15577,16042
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Female-Only,26073,26073
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,2531,2531
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),ST,Gender-Neutral,1405,1405
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,3257,3257
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),GEN-EWS,Gender-Neutral,1362,1362
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,6111,8351
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Female-Only,16806,16806
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,1890,1890
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,2201,2201
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Female-Only,5873,5873
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,4406,4679
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,1079,1079
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,4636,4636
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Female-Only,10346,10346
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,14749,15010
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,3178,3178
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,3720,4001
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),OBC-NCL,Female-Only,8449,8449
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),GEN-EWS,Gender-Neutral,1714,1889
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Gender-Neutral,9062,9708
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),OPEN,Female-Only,16780,17194
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),SC,Gender-Neutral,2317,2428
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years Bachelor of Technology and MBA (Dual Degree)),ST,Gender-Neutral,1184,1184
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),OBC-NCL,Gender-Neutral,2459,2712
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),GEN-EWS,Gender-Neutral,1050,1050
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),OPEN,Gender-Neutral,6305,7786
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),OPEN,Female-Only,14622,14622
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),SC,Gender-Neutral,1743,1743
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),SC,Female-Only,2652,2652
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years Bachelor and Master of Technology (Dual Degree)),ST,Gender-Neutral,699,699
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,5684,5850
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Female-Only,9844,9844
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,2355,2355
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,16406,16815
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,22945,22945
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,2829,2829
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),ST,Gender-Neutral,1332,1332
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,5138,5413
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Female-Only,9278,9278
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,2204,2204
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,14157,15381
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,22524,22524
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,2864,3026
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,1606,1657
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,599,599
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,3514,4323
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,10148,10148
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,1067,1067
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Female-Only,2036,2036
IIT Patna,B. Tech. (CSE) and M.Tech in CSE (5 Years B.Tech. + M.Tech./MS (Dual Degree)),ST,Gender-Neutral,841,841
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,2469,2673
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Female-Only,6345,6345
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,1110,1110
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,6383,7742
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,13773,13773
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,1721,1721
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI (5 Years B.Tech. + M.Tech./MS (Dual Degree)),ST,Gender-Neutral,916,916
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,3208,3319
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Female-Only,7992,7992
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,1222,1222
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,7854,8283
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,17829,17829
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,1802,1824
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,2212,2538
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Female-Only,6029,6029
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,720,720
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,5073,5266
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,12215,12215
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,971,971
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years B.Tech. + M.Tech./MS (Dual Degree)),ST,Gender-Neutral,847,847
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Gender-Neutral,4212,4301
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OBC-NCL,Female-Only,8205,8205
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),GEN-EWS,Gender-Neutral,1498,1498
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Gender-Neutral,7903,10153
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),OPEN,Female-Only,19865,19865
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),SC,Gender-Neutral,2263,2263
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years B.Tech. + M.Tech./MS (Dual Degree)),ST,Gender-Neutral,1326,1326
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya) (5 Years Bachelor of Science and MBA (Dual Degree)),OBC-NCL,Gender-Neutral,4287,4287
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya) (5 Years Bachelor of Science and MBA (Dual Degree)),GEN-EWS,Female-Only,3013,3013
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya) (5 Years Bachelor of Science and MBA (Dual Degree)),OPEN,Gender-Neutral,10729,13325
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya) (5 Years Bachelor of Science and MBA (Dual Degree)),SC,Gender-Neutral,2583,2583
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya) (5 Years Bachelor of Science and MBA (Dual Degree)),ST,Gender-Neutral,1546,1546
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1847,2253
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4055,5240
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,626,863
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1544,1600
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3428,4816
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,7632,10475
IIT Roorkee,Chemical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,94,162P
